fold_id,asset,test_start_ts,test_end_ts,in_2022,n_test,sharpe_test
40,EURGBP,2011-03-04,2011-05-31,False,63,1.9062
40,EURJPY,2011-03-04,2011-05-31,False,63,0.0589
41,EURUSD,2011-04-04,2011-06-29,False,63,-2.5741
41,GBPUSD,2011-04-04,2011-06-29,False,63,-1.6577
41,USDJPY,2011-04-04,2011-06-29,False,63,-1.0883
41,AUDUSD,2011-04-04,2011-06-29,False,63,0.1966
41,USDCAD,2011-04-04,2011-06-29,False,63,-0.0954
41,USDCHF,2011-04-04,2011-06-29,False,63,-3.855
41,EURGBP,2011-04-04,2011-06-29,False,63,1.9696
41,EURJPY,2011-04-04,2011-06-29,False,63,0.6794
42,EURUSD,2011-05-03,2011-07-28,False,63,1.5213
42,GBPUSD,2011-05-03,2011-07-28,False,63,-2.5441
42,USDJPY,2011-05-03,2011-07-28,False,63,-2.6691
42,AUDUSD,2011-05-03,2011-07-28,False,63,-0.5606
42,USDCAD,2011-05-03,2011-07-28,False,63,0.2873
42,USDCHF,2011-05-03,2011-07-28,False,63,-3.1328
42,EURGBP,2011-05-03,2011-07-28,False,63,2.5003
42,EURJPY,2011-05-03,2011-07-28,False,63,1.5453
43,EURUSD,2011-06-01,2011-08-26,False,63,1.5213
43,GBPUSD,2011-06-01,2011-08-26,False,63,-2.4576
43,USDJPY,2011-06-01,2011-08-26,False,63,-2.8232
43,AUDUSD,2011-06-01,2011-08-26,False,63,0.5752
43,USDCAD,2011-06-01,2011-08-26,False,63,-0.5422
43,USDCHF,2011-06-01,2011-08-26,False,63,-1.3546
43,EURGBP,2011-06-01,2011-08-26,False,63,-1.5568
43,EURJPY,2011-06-01,2011-08-26,False,63,0.9567
44,EURUSD,2011-06-30,2011-09-26,False,63,0.3342
44,GBPUSD,2011-06-30,2011-09-26,False,63,-3.326
44,USDJPY,2011-06-30,2011-09-26,False,63,-3.1079
44,AUDUSD,2011-06-30,2011-09-26,False,63,3.5509
44,USDCAD,2011-06-30,2011-09-26,False,63,-1.0886
44,USDCHF,2011-06-30,2011-09-26,False,63,1.0176
44,EURGBP,2011-06-30,2011-09-26,False,63,-0.115
44,EURJPY,2011-06-30,2011-09-26,False,63,-2.1559
45,EURUSD,2011-07-29,2011-10-25,False,63,-0.402
45,GBPUSD,2011-07-29,2011-10-25,False,63,-0.771
45,USDJPY,2011-07-29,2011-10-25,False,63,-1.2543
45,AUDUSD,2011-07-29,2011-10-25,False,63,1.4917
45,USDCAD,2011-07-29,2011-10-25,False,63,-1.929
